"Story","Title","Result","Date","Stability","Duration (s)"
"Eliminación de perfil de SPR","Eliminar cuenta de usuario exitosamente","PENDING","2025-06-04T15:07:56.7541486-05:00[America/Bogota]","0.0","7.15"
