"Story","Title","Result","Date","Stability","Duration (s)"
"Eliminación del portafolio del perfil de prestador de SPR","Eliminar portafolio del prestador exitosamente","PENDING","2025-06-04T15:42:00.1506991-05:00[America/Bogota]","0.0","7.3"
