"Story","Title","Result","Date","Stability","Duration (s)"
"Visualizar el Perfil Del contratista","Visualizar el perfil exitosamente","ERROR","2025-06-04T07:53:58.9642971-05:00[America/Bogota]","0.0","5.48"
